,ORDER_NO,PRODUCT_CODE,ORDER_TYPE,TRANSFER_TYPE,MAIN_SOURCE,TRANSACTION_ID,TRANSACTION_TYPE,TRANSACTION_DATE,PENDING_TRANSACTION_TYPE,average_days,NEXT_TRXN_DATE_FORECAST
927,2024-10-632  ,5WA698151T,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,4.0,2024-03-17
928,2024-8-555   ,03C121666,Stok,Kamyon,VOLKSWAGEN A.G.,536236743.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Aracına,0.5,2024-03-19
929,2024-8-536   ,2G6807394D,Stok,Kamyon,VOLKSWAGEN A.G.,536236835.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,Beyanname ile Antrepo çıkışı,0.0,2024-03-18
930,2024-8-536   ,2G6807394D,Stok,Kamyon,VOLKSWAGEN A.G.,536236835.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-03-18
931,2024-9-542   ,3AA854950  GRU,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-08,Fatura Antrepo girişi,4.0,2024-03-18
932,2024-8-510   ,3G5813319A,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-19,Faturalandırıldı,7.0,2024-03-07
933,2024-11-766  ,4K0915181,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-13,Faturalandırıldı,1.0,2024-03-15
934,2024-10-525  ,5QF505433,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,4.0,2024-03-17
935,2024-11-654  ,5R3915331B,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-15,Faturalandırıldı,1.0,2024-03-17
936,2024-10-547  ,7E0843398G,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,3.75,2024-03-17
937,2024-10-510  ,N  10800301,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-04,Faturalandırıldı,6.0,2024-03-19
938,2024-9-544   ,N  10806601,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-08,Fatura Antrepo girişi,4.0,2024-03-18
939,2024-10-795  ,04E905612C,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,3.0,2024-03-14
940,2024-9-791   ,04E905612C,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,3.0,2024-03-08
941,2024-8-825   ,04E905612C,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-23,Faturalandırıldı,3.0,2024-03-01
942,2024-5-823   ,04L905061C,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,5.0,2024-02-18
943,2024-6-519   ,2Q1614019A REP,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-07,Faturalandırıldı,4.0,2024-02-17
944,2024-2-749   ,3G0881806MTZKX,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,7.0,2024-02-23
945,2024-11-621  ,5H0941700D,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-12,Faturalandırıldı,1.0,2024-03-14
946,2024-9-544   ,5NA853688H DPJ,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,4.0,2024-03-11
947,2024-10-545  ,5NA853688H DPJ,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,4.0,2024-03-18
948,2024-8-575   ,8R0407515,Stok,Kamyon,VOLKSWAGEN A.G.,536236790.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Aracına,0.0,2024-03-18
949,2024-8-563   ,03C105209AQ,Stok,Kamyon,VOLKSWAGEN A.G.,536259945.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-03-18
950,2024-2-647   ,03D141025D,Acil,Kamyon,VOLKSWAGEN A.G.,531724070.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-01-25,DS Depo Kabul - Yerleştirme Alanına,3.0,2024-02-02
951,2024-11-654  ,03L105266EL,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-15,Faturalandırıldı,1.0,2024-03-17
952,2024-11-753  ,0CW300047C 007,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-12,Faturalandırıldı,2.0,2024-03-17
953,2024-10-525  ,1K0423831B,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-12,Gönderildi,0.0,2024-03-12
954,2024-11-661  ,2G1941005D,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-17,Faturalandırıldı,1.0,2024-03-19
955,2024-2-530   ,3C0853515C 2ZZ,Stok,Kamyon,VOLKSWAGEN A.G.,532123271.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-01-31,DS Depo Kabul - Yerleştirme Alanına,1.0,2024-02-02
956,2024-1-539   ,3C0853515C 2ZZ,Stok,Kamyon,VOLKSWAGEN A.G.,532235521.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-02-01,DS Depo Kabul - Yerleştirme Alanına,1.0,2024-02-03
957,2024-10-525  ,3D0955681,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,4.5,2024-03-18
958,2024-9-526   ,4L0807333A,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-29,Faturalandırıldı,7.0,2024-03-17
959,2024-11-635  ,5Q0721261N,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.5,2024-03-17
960,2024-10-506  ,8W0407625G,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-04,Faturalandırıldı,6.333333333333333,2024-03-19
961,2024-11-505  ,N  10304102,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-11,Faturalandırıldı,3.0,2024-03-18
962,2024-9-645   ,038109244N,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,4.0,2024-03-15
963,2024-11-648  ,03L121132AA,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-15,Faturalandırıldı,1.0,2024-03-17
964,2024-9-790   ,04L105251Q,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,2.0,2024-03-06
965,2024-11-787  ,04L105251Q,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,2.0,2024-03-19
966,2024-2-778   ,3C8919494E,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-01-12,Fatura Antrepo girişi,2.0,2024-01-17
967,2024-9-545   ,3G0853763B 2ZZ,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-06,Fatura Antrepo girişi,4.0,2024-03-16
968,2024-9-538   ,5G0945259,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,5.0,2024-03-13
969,2024-9-538   ,5Q0959126B,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,6.333333333333333,2024-03-16
970,2024-8-573   ,5R3407365,Stok,Kamyon,VOLKSWAGEN A.G.,536257041.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.3333333333333333,2024-03-19
971,2024-2-520   ,5WA035286,Stok,Kamyon,VOLKSWAGEN A.G.,532689266.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-02-06,DS Depo Kabul - Yerleştirme Alanına,0.3333333333333333,2024-02-07
972,2024-9-526   ,8K0853824C,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-08,Fatura Antrepo girişi,4.666666666666667,2024-03-19
973,2024-8-510   ,8T0821171M,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-19,Faturalandırıldı,9.333333333333334,2024-03-13
974,2024-9-515   ,8V3807521K 9B9,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-06,Fatura Antrepo girişi,5.5,2024-03-19
975,2024-9-526   ,8W0857535H,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-29,Faturalandırıldı,6.666666666666667,2024-03-16
976,2024-11-635  ,D  169300M1,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.5,2024-03-17
977,2024-6-4     ,2588269,Çok Acil,Air Express,SCANIA CV AB,1.0000000000,Sipariş,2024-02-05,Faturalandırıldı,8.5,2024-02-26
978,2024-7-37    ,2608523,Stok,Kamyon,SCANIA CV AB,536093922.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,1.3333333333333333,2024-03-18
979,2024-7-21    ,2608523,Stok,Kamyon,SCANIA CV AB,536093922.0000000000,Fatura Antrepo girişi,2024-03-15,Beyanname ile Antrepo çıkışı,1.3333333333333333,2024-03-18
980,2024-9-636   ,05E103469A,Acil,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-05,Fatura Antrepo girişi,4.0,2024-03-15
981,2024-10-545  ,5NA919492A,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,2.0,2024-03-13
982,2024-10-545  ,5Q0129637B,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,4.666666666666667,2024-03-19
983,2024-11-635  ,6R0129620A,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.0,2024-03-16
984,2024-10-547  ,7C0837207  3FZ,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-08,Faturalandırıldı,3.0,2024-03-15
985,2024-11-654  ,7E0807394C,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-15,Faturalandırıldı,1.0,2024-03-17
986,2024-11-635  ,7L0411317,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.0,2024-03-16
987,2024-6-552   ,8W6853601B PUZ,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-09,Faturalandırıldı,12.666666666666666,2024-03-11
988,2024-8-15    ,3005428,Stok,Kamyon,SCANIA CV AB,1.0000000000,Sipariş,2024-02-20,Faturalandırıldı,2.0,2024-02-25
989,2024-7-21    ,3005428,Stok,Kamyon,SCANIA CV AB,1.0000000000,Sipariş,2024-02-13,Faturalandırıldı,2.0,2024-02-18
990,2024-1-12    ,5FF813228,Çok Acil,Express Uçak,SEAT,1.0000000000,Sipariş,2024-01-04,Faturalandırıldı,4.0,2024-01-14
991,2024-9-521   ,059903137P,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-29,Faturalandırıldı,4.0,2024-03-10
992,2024-2-602   ,06B103623P,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-08,Faturalandırıldı,3.0,2024-01-15
993,2024-11-635  ,1H0201511A,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.0,2024-03-16
994,2024-5-771   ,2HJ809029D,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-31,Faturalandırıldı,9.0,2024-02-22
995,2024-10-515  ,2Q0411315B,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-12,Gönderildi,0.25,2024-03-12
996,2024-10-515  ,2Q0411315B,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-12,Fatura Antrepo girişi,2.3333333333333335,2024-03-17
997,2024-9-544   ,7H0807321C GRU,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-08,Fatura Antrepo girişi,4.0,2024-03-18
998,2024-11-639  ,7H0827512B,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,2.0,2024-03-19
999,2024-7-21    ,2559297,Stok,Kamyon,SCANIA CV AB,536207622.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.3333333333333333,2024-03-19
1000,2024-2-501   ,6F9807241  GRU,Stok,Kamyon,SEAT,1.0000000000,Sipariş,2024-01-08,Faturalandırıldı,17.0,2024-02-19
1001,2024-4-525   ,1J0973802,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-25,Faturalandırıldı,8.0,2024-02-14
1002,2024-6-532   ,1J0973802,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-08,Faturalandırıldı,8.0,2024-02-28
1003,2024-5-521   ,1J0973802,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-01,Faturalandırıldı,8.0,2024-02-21
1004,2024-3-527   ,1J0973802,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-19,Faturalandırıldı,8.0,2024-02-08
1005,2024-6-517   ,1K0035507L,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-07,Faturalandırıldı,5.666666666666667,2024-02-21
1006,2024-8-510   ,1K0035507L,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-19,Faturalandırıldı,5.666666666666667,2024-03-04
1007,2024-8-532   ,5C6827025E,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-21,Faturalandırıldı,4.0,2024-03-02
1008,2024-9-532   ,5C6827025E,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,4.0,2024-03-11
1009,2024-10-525  ,5Q0885682M,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,3.0,2024-03-14
1010,2024-7-550   ,5WA907561,Stok,Kamyon,VOLKSWAGEN A.G.,535234148.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-06,DS Depo Kabul - Yerleştirme Alanına,0.0,2024-03-06
1011,2024-7-675   ,7E0819403A 9B9,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-02-16,Faturalandırıldı,2.0,2024-02-21
1012,2024-10-510  ,N  01116417,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-04,Faturalandırıldı,5.5,2024-03-17
1013,2024-8-26    ,2557347,Stok,Kamyon,SCANIA CV AB,1.0000000000,Sipariş,2024-02-21,Faturalandırıldı,8.0,2024-03-12
1014,2024-2-508   ,575853668C 041,Stok,Kamyon,SEAT,1.0000000000,Sipariş,2024-01-08,Faturalandırıldı,10.0,2024-02-02
1015,2024-9-543   ,012301153H,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,5.666666666666667,2024-03-15
1016,2024-8-574   ,03L131521AP,Stok,Kamyon,VOLKSWAGEN A.G.,536257483.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.16666666666666666,2024-03-19
1017,2024-4-524   ,04L260849G,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-01-25,Faturalandırıldı,8.5,2024-02-15
1018,2024-9-542   ,2G0857601  9B9,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-01,Faturalandırıldı,4.5,2024-03-12
1019,2024-10-525  ,2G0857601  9B9,Stok,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-07,Faturalandırıldı,4.5,2024-03-18
1020,2024-11-654  ,2K7853651  041,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-15,Faturalandırıldı,1.0,2024-03-17
1021,2024-10-744  ,3AE867501  PB7,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-05,Faturalandırıldı,4.0,2024-03-15
1022,2024-10-772  ,3AE867501  PB7,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-06,Faturalandırıldı,4.0,2024-03-16
1023,2024-11-710  ,4M8823126,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-11,Faturalandırıldı,3.0,2024-03-18
1024,2024-2-770   ,4M8853294E 3FZ,Çok Acil,Express Uçak,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-01-12,Fatura Antrepo girişi,1.0,2024-01-14
1025,2024-10-502  ,5Q0121251GR,Stok,Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-03-13,Gönderildi,0.0,2024-03-13
1026,2024-3-831   ,5TA857551M 3H8,Çok Acil,Express Kamyon,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,3.0,2024-02-13
1027,2024-11-635  ,7H0825194G,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,2.0,2024-03-19
1028,2024-11-635  ,7LA807184A,Acil,Kamyon,VOLKSWAGEN A.G.,1.0000000000,Sipariş,2024-03-14,Faturalandırıldı,1.0,2024-03-16
1029,2024-6-705   ,8Y0857705H 041,Çok Acil,Express Kamyon TSEli 2,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,5.458333333333333,2024-02-19
1030,2024-5-764   ,8Y0857705H 041,Çok Acil,Express Kamyon TSEli 2,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,5.458333333333333,2024-02-19
1031,2024-4-707   ,8Y0857705H 041,Çok Acil,Express Kamyon TSEli 2,VOLKSWAGEN A.G.,3.0000000000,Gönderildi,2024-02-06,Fatura Antrepo girişi,5.458333333333333,2024-02-19
1032,2024-9-35    ,2354575,Stok,Kamyon,SCANIA CV AB,536209792.0000000000,DS Depo Kabul - Yerleştirme Aracına,2024-03-18,DS Depo Kabul - Yerleştirme Alanına,0.3333333333333333,2024-03-19
1033,2024-8-563   ,04L121157C,Stok,Kamyon,VOLKSWAGEN A.G.,536236708.0000000000,DS Depo Kabul - Fiktif Alandan Giriş Alanına Transfer,2024-03-18,DS Depo Kabul - Yerleştirme Aracına,0.5,2024-03-19
